Job Title,Company Name,Location,Job Link,Experience Required
Financial Analyst,Wipro Digital Operations and Platforms,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/financial-analyst-at-wipro-digital-operations-and-platforms-4006075277?position=60&pageNum=0&refId=%2Fl4szm%2FpjFAed6F59JX9ig%3D%3D&trackingId=fsNVPeqjTj8k%2B0vov4ZrYA%3D%3D&trk=public_jobs_jserp-result_search-card,"We are looking for MIS Lead-Invoicing for HYD location (Work from Office).

Job Location : Hyderabad
Exp Required : 5-8 Years (2-3 years with FP&A, MIS & Invoicing, Billing, Reconciliation & Payments)
05 days week-Both side transport




"
"Analyst, Demand Planning - Jewelry",Harry Winston,"New York, NY",https://www.linkedin.com/jobs/view/analyst-demand-planning-jewelry-at-harry-winston-4008619523?position=1&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=9tYSjZ%2Fpjm4%2FZH9scpF0Tw%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Summary

The Demand Planning Analyst will assist Sr. Demand planner in forecasting, analysis, assortment planning, manage inventory levels, and partner with cross functional teams on key projects all year around. The Demand Planning Analyst will work with Sr. Demand Planner to achieve planned inventory levels by Region/Salon and maintain of merchandise assortments at the item level to maximize profitability and sales.











"
"Analyst, Category Management - Jewelry",Harry Winston,"New York, NY",https://www.linkedin.com/jobs/view/analyst-category-management-jewelry-at-harry-winston-4008624085?position=2&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=yrbiXYqnP7DrZ6xCqdrkPQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Summary

Manage the research and maintenance involved in analyzing new product directions, prepare news and information summaries for new product launches, monitor sales and support merchandising in product decisions, analyze pricing data for pricing studies, support the Category Manager in the production of various sales tools and ad-hoc projects.








"
Independent Assessment & Review Analyst,SoFi,"Florida, United States",https://www.linkedin.com/jobs/view/independent-assessment-review-analyst-at-sofi-4007106616?position=3&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=abw6eD40PJl3hbOkALxZIA%3D%3D&trk=public_jobs_jserp-result_search-card,"Employee Applicant Privacy Notice

Who we are:

Shape a brighter financial future with us.

Together with our members, we’re changing the way people think about and interact with personal finance.

We’re a next-generation financial services company and national bank using innovative, mobile-first technology to help our millions of members reach their goals. The industry is going through an unprecedented transformation, and we’re at the forefront. We’re proud to come to work every day knowing that what we do has a direct impact on people’s lives, with our core values guiding us every step of the way.



SoFi is seeking an energetic, analytic, and intellectually curious Independent Assessment & Review Analyst to join our Fraud Risk team. This role - as part of the 2nd Line of Defense - will conduct assessments of the fraud program design and operational effectiveness, evaluating prevention, detection, and response capabilities, including processes, tools, skills and staffing. Additionally, the person in this role will look to ensure alignment with industry best practices and compliance with regulatory standards as well as identifying exposure to fraud across business units, products, and channels making sure vulnerabilities are recognized and understood. The ideal candidate will have experience in risk management and/or analytic strategy and will be an agile learner, think strategically, and possess strong communication and problem-solving skills.

By joining SoFi, you'll become part of a forward-thinking company that is transforming financial services for the better. We offer the excitement of a rapidly growing startup with the stability of an industry leading leadership team.















The base pay range for this role is listed below. Final base pay offer will be determined based on individual factors such as the candidate’s experience, skills, and location.

To view all of our comprehensive and competitive benefits, visit our page!

SoFi provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion (including religious dress and grooming practices), sex (including pregnancy, childbirth and related medical conditions, breastfeeding, and conditions related to breastfeeding), gender, gender identity, gender expression, national origin, ancestry, age (40 or over), physical or medical disability, medical condition, marital status, registered domestic partner status, sexual orientation, genetic information, military and/or veteran status, or any other basis prohibited by applicable state or federal law.

The Company hires the best qualified candidate for the job, without regard to protected characteristics.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

New York applicants: Notice of Employee Rights

SoFi is committed to embracing diversity. As part of this commitment, SoFi offers reasonable accommodations to candidates with physical or mental disabilities. If you need accommodations to participate in the job application or interview process, please let your recruiter know or email accommodations@sofi.com.

Due to insurance coverage issues, we are unable to accommodate remote work from Hawaii or Alaska at this time.



If you are a current employee, do not apply here - please navigate to our Internal Job Board in Greenhouse to apply to our open roles.
"
Independent Assessment & Review Analyst,SoFi,"San Francisco, CA",https://www.linkedin.com/jobs/view/independent-assessment-review-analyst-at-sofi-4007104761?position=4&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=%2B0XiYo7skFzU49tNcG51Sg%3D%3D&trk=public_jobs_jserp-result_search-card,"Employee Applicant Privacy Notice

Who we are:

Shape a brighter financial future with us.

Together with our members, we’re changing the way people think about and interact with personal finance.

We’re a next-generation financial services company and national bank using innovative, mobile-first technology to help our millions of members reach their goals. The industry is going through an unprecedented transformation, and we’re at the forefront. We’re proud to come to work every day knowing that what we do has a direct impact on people’s lives, with our core values guiding us every step of the way.



SoFi is seeking an energetic, analytic, and intellectually curious Independent Assessment & Review Analyst to join our Fraud Risk team. This role - as part of the 2nd Line of Defense - will conduct assessments of the fraud program design and operational effectiveness, evaluating prevention, detection, and response capabilities, including processes, tools, skills and staffing. Additionally, the person in this role will look to ensure alignment with industry best practices and compliance with regulatory standards as well as identifying exposure to fraud across business units, products, and channels making sure vulnerabilities are recognized and understood. The ideal candidate will have experience in risk management and/or analytic strategy and will be an agile learner, think strategically, and possess strong communication and problem-solving skills.

By joining SoFi, you'll become part of a forward-thinking company that is transforming financial services for the better. We offer the excitement of a rapidly growing startup with the stability of an industry leading leadership team.















The base pay range for this role is listed below. Final base pay offer will be determined based on individual factors such as the candidate’s experience, skills, and location.

To view all of our comprehensive and competitive benefits, visit our page!

SoFi provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion (including religious dress and grooming practices), sex (including pregnancy, childbirth and related medical conditions, breastfeeding, and conditions related to breastfeeding), gender, gender identity, gender expression, national origin, ancestry, age (40 or over), physical or medical disability, medical condition, marital status, registered domestic partner status, sexual orientation, genetic information, military and/or veteran status, or any other basis prohibited by applicable state or federal law.

The Company hires the best qualified candidate for the job, without regard to protected characteristics.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

New York applicants: Notice of Employee Rights

SoFi is committed to embracing diversity. As part of this commitment, SoFi offers reasonable accommodations to candidates with physical or mental disabilities. If you need accommodations to participate in the job application or interview process, please let your recruiter know or email accommodations@sofi.com.

Due to insurance coverage issues, we are unable to accommodate remote work from Hawaii or Alaska at this time.



If you are a current employee, do not apply here - please navigate to our Internal Job Board in Greenhouse to apply to our open roles.
"
Data Analyst,Microsoft,"New Jersey, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007899282?position=5&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=oR0vlpes23zQe9DS7Am8dA%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Senior Supply Chain Analyst,Keurig Dr Pepper Inc.,"Frisco, TX",https://www.linkedin.com/jobs/view/senior-supply-chain-analyst-at-keurig-dr-pepper-inc-4007828764?position=6&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=VhdrA2IG7IsvxwqeQHZ2kw%3D%3D&trk=public_jobs_jserp-result_search-card,"Senior Supply Chain Analyst
The Sr. Supply Chain Analyst facilitates the material planning activities to drive consistency in supply availability across the Keurig Dr Pepper’s (KDP) US Refreshment Beverage Supply Chain. This individual will have responsibility to manage material requirements across internal manufacturing network and external suppliers to facilitate the end-to-end material planning. This position plays an integral role in the success of innovation through partnerships with Supply Chain Initiatives Project Managers, Production Planning, Procurement and Suppliers to ensure materials are available to meet target In-market timeline.











"
Data Analyst,Microsoft,"New York, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007898276?position=7&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=vTgwmur6KmWTOXOQqJqJaw%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Data Analyst,Microsoft,"California, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007893973?position=8&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=41j8E3CSXyT4d2xwWaFMMg%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
Data Analyst,Microsoft,"Texas, United States",https://www.linkedin.com/jobs/view/data-analyst-at-microsoft-4007893994?position=9&pageNum=0&refId=1hebH%2FpBvHO9X3kBIej1Gw%3D%3D&trackingId=CCBRmuctuwMg2IIR0lpJDQ%3D%3D&trk=public_jobs_jserp-result_search-card,"The People Analytics Data Engineering Team is hiring a Data Analyst with experience conducting ETL (Extract, Transform, Load) work using Python. The People Analytics function at Microsoft is modernizing our data infrastructure by migrating to Microsoft’s industry-leading Fabric platform. This role will enable analysts and data scientists across Microsoft to quickly generate insights and efficiently create AI solutions based on our vast collection of People data.

As a member of our team, you will be joining a dynamic work environment where innovation and collaboration drive success. You'll work with cross-functional teams to develop impactful solutions and contribute to projects that shape our business. This role offers growth opportunities and flexibility, whether you prefer hybrid, remote, or in-office work arrangements.

Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their authentic selves each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us achieve our mission by representing Microsoft in today’s competitive talent market as we search for the nation’s top talent.





Identifies and leverages appropriate sources of data to address specific business needs. Evaluates data for applicability to answering relevant and impactful business questions, determines methods for integrating data across sources, and addresses data integrity and/or quality issues independently and/or in partnership with other teams. Contributes to the development and/or recommendation of initial/prototype data models and/or tools for consumption by others and escalates complex issues with those models and/or tools to appropriate Engineering or Data-Science teams.



Develops depth of understanding of the business, its data landscape, and the lineage of those data across multiple areas. Considers relevant data sources and external trends, anticipates data requirements, and probes for insight to understand business- or data-related topics beyond stated concerns. Identifies connections and themes across first and/or third-party data sources and anticipates opportunities to leverage those connections and themes to contribute to the development of data infrastructure and analytical frameworks that enable the evaluation of business questions.



Supports and/or consults with other teams on the build and execution of formal experiments or develops prototypes/proofs of concepts, to evaluate the impact of new or changed features or processes. Partners cross-functionally to advise on experimental design or evaluation frameworks for established data sources, as well as decisions related to data use, personalization, and the interpretation of results. Takes calculated risks and applies learnings, reports results, and identifies relevant data-driven recommendations and/or connections to results of other work.



Leverages understanding of data and the business to examine projects through a customer- and/or stakeholder-oriented focus. Manages customer and/or stakeholder expectations regarding project/product progress and timeline and takes responsibility to enhance customer excellence. Assists and learns from senior team members to interpret results, develop insights, and communicate results to customers and/or stakeholders. Possesses a basic understanding of model accuracy and its dependency on data quality and can articulate these topics in relevant terms in customer or stakeholder discussions.



Recommends efficiency improvements for core work related to analytics and reporting that are reusable, self service, and directed to meaningful interpretation of data and driving business decisions. Makes recommendations for efficient methods for conducting ad-hoc analyses, and whether to make them standard. Shares domain knowledge to create clarity, support readiness to consume and leverage data and/or insights and evaluate the viability of automated methods for use in data collection, reporting, and/or analysis.



Stays abreast of data privacy requirements, responsible and ethical data handling practices, and models compliance with classification and governance rules and regulations. Ensures data have undergone appropriate Corporate, Executive, and Legal Affairs (CELA) reviews and ensures work products are in alignment with principles and controls and is aware of where to seek further expertise on data privacy rules and regulations when needed to determine the impact of updated guidance on work activities and results.



Understands linkages between analytical model(s) and business objectives. Assists with testing models on test applications. Analyzes model performance. Incorporates implicit and explicit customer feedback into model evaluation. Conducts review of data analysis and modeling techniques to determine factors that may have been overlooked or need to be reexamined. Contributes to the summary of the review process. If model is deemed deficient, seeks to determine why.



Works within and across teams to ensure alignment in data sources, methods, models, analytical tools and processes, and business priorities to deliver key insights and results. Engages stakeholders to identify and act on opportunities to leverage resources, data sources, and solutions that were instrumental to success in similar contexts and consults across teams on decisions related to data sourcing, analyses, and the interpretation of analytical results.



Determines appropriate analytical and inferential techniques to address business questions, executes analyses and interprets results with actionable recommendations, and partners to build on others' analyses and frameworks. Critically evaluates the choice of tools, techniques, and assumptions to ensure they are appropriate within context and provides feedback on features and functions of analytical tools and/or models.



Shares and simplifies relevant findings and insights to tell stories of analyses through one or more means including dashboards, reports, data visualizations, self-service platforms, slides, internal forums, ad-hoc inquiries, and/or talking points. Ensures presented results are accessible, provides information accurately and clearly, and appropriately speaks to the needs of the intended audience(s). Recommends and makes improvements to insights reporting as appropriate.













Data Analytics IC3 - The typical base pay range for this role across the U.S. is USD $83,400 - $167,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $108,900 - $183,000 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay

Microsoft will accept applications for the role until September 12, 2024.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.
"
